country,date,statement
Malaysia,2005-11-30,"Bank Negara Malaysia today announced that the Overnight Policy Rate (OPR) is raised by 30 basis points to 3 percent. The ceiling and floor rates of the corridor for the OPR are correspondingly increased to 3.25 percent and 2.75 percent respectively. Since our August Monetary Policy Statement, indicators now show that the economy is stronger, and economic activity is expected to gain momentum going into next year. These growth prospects are underpinned by strengthened domestic demand and a supportive external environment. Inflation has edged up, mainly on account of higher energy prices and other costs. Going forward, while inflationary pressures are not expected to intensify, the rate of inflation is expected to remain at current levels for some time. Following the adjustment of the interest rate, the level of the OPR continues to be below its neutral level and therefore, the stance of monetary policy remains accommodative and supportive of the economy. Bank Negara Malaysia will closely monitor developments t o ensure that Malaysia continues to have sustainable economic growth in an environment of price stability. Bank Negara Malaysia 30 November 2005."
Poland,2005-11-30,"Monetary Policy Council Warsaw, 30 November 2005 INFORMATION FROM THE MEETING OF THE MONETARY POLICY COUNCIL Held on 29-30 November 2005 The Council decided to keep the NBP interest rates unchanged: reference rate 4.50% on an annual basis; lombard rate 6.00% on an annual basis; deposit rate 3.00% on an annual basis; rediscount rate 4.75% on an annual basis and to maintain its easing monetary policy bias. Since the last meeting of the Council, the outlook for economic growth in the euro area and the United States has not changed significantly. Euro-area inflation forecasts have not been revised, while the annual rate of price growth in October 2005 dropped slightly to 2.5%, from 2.6% in September. In turn, the US inflation forecasts for 2006 have been adjusted upwards, even though the current growth rate of consumer prices decreased from 4.7% y/y in September to 4.3% in October 2005. Crude oil prices have continued falling throughout November. Since the October meeting of the Council the price of Brent oil has decreased by USD 6.81 per barrel, i.e. by 11.4%. However, the price forecasts of this commodity for 2006 have not changed significantly and remain above the currently quoted prices. The uncertainty about the impact of the considerable accumulated growth of oil prices on economic growth and inflation remains significant and still has to be taken into consideration. According to the estimates of the Central Statistical Office (GUS), the year-on-year GDP growth in Poland in 2005 Q3 was higher than in Q2. The annual GDP growth in Q3 amounted to 3.7%, which was in line with expectations presented in the August Inflation Report. Also consistent with NBP expectations was the dynamic of individual consumption and investments. Net exports  despite a strong appreciation of the zloty in 2004 and at the beginning of 2005  remained the main demand factor of economic growth in 2005 Q3. Net exports' contribution to GDP growth proved significantly larger than anticipated in the August Report. GUS data point to a strengthening of the economic recovery, which is supported by gradual acceleration in domestic demand, including investments. In October 2005 the growth rate of industrial output considerably exceeded the expectations of both external forecasters and the NBP, and amounted to 7.6% y/y, i.e. 6.8% in seasonally adjusted terms as compared to 5.7% a month before. The published data point to the strengthening of the rising tendencies in industry observed since the middle of 2005. The annual growth in construction and assembly output decreased from 10.5% in September to 6.8%, i.e. from 12.2% to 9.8% in seasonally adjusted terms. Thus, it is still running high, mainly due to a considerable revival in construction in 2005 Q2. There has also been a continuation to a moderate rising trend in ul. Świętokrzyska 11/21, 00-919 Warszawa. Poland, phone (48 22) 826 99 55, fax (48 22) 826 37 51, retail sales, which in October rose by 7.5% y/y in nominal terms (5.7% in real terms). November has not brought any significant changes in the assessment of economic climate as signalled by enterprises in GUS business tendency surveys, while the most optimistic assessments have been recorded in construction. The favourable results of the non-financial sector in the first three quarters of 2005 published by the GUS point at good financial standing of the surveyed companies: growing revenue, high profitability and safe liquidity level. The situation in the labour market has continued to improve. Since the beginning of the year moderate growth in employment in the corporate sector has been recorded. In October 2005 it increased by 2.0% y/y and the unemployment rate fell to 17.3% y/y, i.e. by 1.4 percentage point as compared to the corresponding month of the previous year. In 2005 Q3 the growth of nominal wages in the economy fell to 3.4% y/y (against 3.9% y/y in 2005 Q2). However, the wage growth in the corporate sector in October 2005 was considerably higher than expected (nominal growth of 6.4% y/y against 1.8% y/y in September). This growth was fuelled by additional payments in certain sectors (mining of metal ores and post and telecommunications). Even after accounting for the above factors, the wage growth reported in October exceeded the average from the first three quarters of 2005. At present, it is difficult to assess whether this acceleration in wage growth will be maintained in the subsequent months. It should be emphasised that low unit labour cost growth rate is the necessary condition for sustained acceleration in economic growth grounded in the rise of employment. In line with the expectations of the NBP's experts and external forecasters, in October 2005 the annual growth in consumer prices decreased and amounted to 1.6%. Core inflation indicators decreased (net inflation amounted to 1.2% against 1.3% in September). Inflation expectations of households were low (1.5%), similar to those in September 2005. It can be expected that until the end of 2005 inflation will remain low, i.e. markedly below the inflation target of 2.5%. October 2005 saw a fall in producer prices in industry in year-on-year terms which has been continuing since May (fall by 0.9% y/y, i.e. 0.0% m/m). Low producer prices in industry were determined by moderate growth of domestic demand and stronger than last year zloty exchange rate. Since the last meeting of the Council, zloty exchange rate has not changed significantly, yet, in the first two months of 2005 Q4 the zloty remained stronger than accounted for in the August Inflation Report. The Council maintains its opinion that inflation may return to the target sooner than it was forecasted in the August inflation projection. It is expected that having achieved the target, inflation will remain at a level close to it. The moderate wage growth is an indication than no second round effects have materialised so far. Should there appear signals of increased probability that these effects should occur, the balance of risks might change, which would then affect the future decisions of the Council. The Council maintains its belief that the most favourable for Poland would be to adopt an economic strategy focused on creating conditions that would guarantee the introduction of the euro at the earliest possible date, which should contribute to acceleration in the long-term economic growth. The next meeting of the Council will be held on 20-21 December 2005."
Euroarea,2005-12-01,"Ladies and gentlemen, let me welcome you to our press conference and report on the outcome of today's meeting of the ECB's Governing Council. The meeting was also attended by the President of the Eurogroup. Prime Minister Juncker, and Commissioner Almunia. On the basis of our regular economic and monetary analyses, we have decided to increase the key ECB interest rates by 25 basis points, after two and a half years of maintaining rates at historically low levels. Our decision to increase interest rates was warranted so as to adjust our accommodative monetary policy stance, while taking into account the risks to price stability that we have identified in our economic analysis, cross-checked by our monetary analysis. Our decision will contribute to keeping medium to long-term inflation expectations in the euro area solidly anchored at levels consistent with price stability. Such anchoring of inflation expectations is a prerequisite for monetary policy to make an ongoing contribution towards supporting economic growth in the euro area. In fact, interest rates across the entire maturity spectrum continue to remain very low in both nominal and real terms. Thus, our policy remains accommodative and continues to lend considerable support to sustainable economic activity and job creation. We will continue to monitor closely all developments with respect to risks to price stability. Allow me to explain our assessment in greater detail, starting with the economic analysis. Recent data and survey evidence indicate that economic activity has strengthened in the second half of this year. According to Eurostat's first estimate, real GDP growth was 0.6% quarter on quarter in the third quarter of 2005, after 0.3% in the first and 0.4% in the second quarter. Moreover, the information on business confidence broadly remains consistent with continued economic growth towards the end of the year. Looking ahead, on the external side, ongoing growth in global demand should support euro area exports, while on the domestic side, investment should benefit from continued favourable financing conditions and the robust growth of corporate earnings. Private consumption should grow broadly in line with expected developments in real disposable income. At the same time, the outlook for economic activity remains subject to downward risks, relating mainly to higher than expected oil prices, concerns about global imbalances and weak consumer confidence. This assessment is broadly consistent with the December 2005 Eurosystem staff projections. Euro area real GDP is projected to grow at rates of between 1.2% and 1.6% in 2005, and between 1.4% and 2.4 % in 2006 and 2007. Most recent forecasts by international organisations give a similar picture. In comparison with the September 2005 ECB staff projections, the ranges projected for real GDP growth in 2005 and 2006 have been revised slightly upwards. Turning to price developments, recent increases  mainly in energy prices  have lifted headline inflation rates to levels significantly in excess of 2%. According to Eurostat's flash estimate, annual HICP inflation was 2.4% in November 2005, compared with 2.6% and 2.5% in the two preceding months. It is likely that annual HICP inflation rates will remain elevated in the short term. In interpreting current inflation rates, it is important to make a clear distinction between temporary, short-term factors, on the one hand, and factors of a more lasting nature, on the other. In that respect, it is of crucial importance to take a strictly forward-looking perspective, which does not allow much comfort to be drawn from the current, comparatively lower rates for measures of inflation that exclude certain components, such as energy or certain categories of food. Such measures of “core” inflation have, at least in the past, been shown to lag behind, rather than lead, the developments in headline inflation. In addition, the increase in energy prices to a large extent reflects higher global demand for energy. While it is difficult to quantify precisely this effect, it would appear inappropriate to exclude energy from the price index and at the same time retain other items, such as internationally traded manufactured goods. Owing to the same forces of globalisation, these goods currently exhibit little upward movement in prices and even suggest a downward trend. All in all, in line with our monetary policy strategy, a comprehensive and forward-looking analysis is warranted of the main underlying developments driving the outlook for price stability. This comprehensive assessment encompasses the information contained in various measures of inflation. An important input into our analysis is provided by the Eurosystem staff projections. The projections indicate average HICP inflation to lie between 2.1% and 2.3% in 2005, and between 1.6% and 2.6% in 2006. These results constitute an upward revision to the ECB staff projections of September 2005. They mainly reflect that the effects of the statistical treatment of the 2006 health reform in the Netherlands are no longer expected to distort the inflation figures for 2006. For 2007 an average inflation rate of between 1.4% and 2.6% is projected. Underlying these projections is the assumption that wage increases will remain contained, as has been the case over recent quarters. Most recent forecasts by international organisations give a broadly similar picture. In the view of the Governing Council, the main scenario for price stability emerging from the economic analysis remains subject to upside risks. Such risks relate to uncertainties arising from oil market developments, the pass-through of previous oil price increases to consumers via the domestic production chain, the possibility of second-round effects in wage and price-setting behaviour, as well as further increases in administered prices and indirect taxes. Evidence pointing to increased upside risks to price stability over the medium to longer term comes from the monetary analysis. Liquidity in the euro area is ample by all plausible measures. The strengthening of monetary growth observed since mid-2004 has gained further momentum over the past months. Growth in the monetary aggregate M3 has been driven by its most liquid components, confirming the increasingly dominant impact of the low level of interest rates. Furthermore, the growth of borrowing  especially mortgage loans  remains very robust. In this context, price dynamics in a number of housing markets need to be monitored closely. To sum up, increased risks to price stability identified by the economic analysis have been cross-checked with the monetary analysis. An adjustment of our monetary policy stance was therefore warranted. Today's decision will contribute to keeping medium and long-term inflation expectations in line with price stability. Keeping inflation expectations firmly anchored at levels consistent with price stability will permit monetary policy to continue to make a significant contribution towards a sustainable recovery in economic growth and job creation in the euro area. To this effect, we will continue to monitor closely all developments relevant to the medium-term outlook for price stability. As regards fiscal policies, euro area countries are now finalising their 2006 budgets and stability programmes. Plans to foster sound public finances and to undertake fiscal reforms that boost economic growth and prepare for the challenges related to population ageing in some countries are welcome. However, in countries with fiscal imbalances, the speed of consolidation is disappointingly slow and there is a high risk that commitments are not being met. It is, therefore, essential that fiscal consolidation is prioritised again as part of a comprehensive and growth-friendly reform programme. This would build confidence in the proper functioning of the Stability and Growth Pact and be the best way in which fiscal policies in the euro area can underpin economic growth. With respect to structural reforms, the Governing Council welcomed the 2005-2008 Lisbon National Reform Programmes that were submitted by EU Member States in October and November 2005, in line with the renewed Lisbon Strategy. These programmes present key country-specific challenges and structural reform measures to increase growth and employment. A parallel Community Lisbon Programme was adopted by the Commission in July 2005 to complement the national programmes with actions to be taken at the European level. Taken together, the programmes show a welcome political commitment on the part of the Member States and the Community, which could give renewed impetus to the implementation of structural reforms. To this end, it is important to match ambitious objectives with concrete policy measures and take new reform initiatives, and to monitor, evaluate and communicate the reform process effectively. Achieving the goals of the Lisbon Strategy is critical in the face of the triple challenge of accelerating globalisation, rapid technological change and ageing populations."
Egypt,2005-12-01,"Central Bank of Egypt Press Release December 1, 2005 The Central Bank of Egypt decided to reduce its overnight deposit rate by25 basis points to 875 percent per annu. In its monthly meeting held on December 1, 2005, the Monetary Policy Committee (MPC) decided to reduce the overnight deposit rate to 875 percent from 9 percent and the overnight lending rate to 1075 percent from 11 percen. The decision was based on an assessment of the recent economic developments, in particular the moderate reduction in inflationary pressure. The MPC will continue to closely monitor all economic developments, especially the factors underlying inflation, and will not hesitate to adjust the key CBE rates in either direction, if necessary, to ensure price stability over the medium-ter. The Central Bank of Egypt Contact person Name: Mr. Tarek Amer - Deputy Governor Telephone number: 3918270-3921012 e-mail address: tarekamer@cbeorge."
South Korea,2005-12-08,"The Bank of Korea Monetary Policy Decision The Monetary Policy Committee of the Bank of Korea decided today to raise the benchmark call rate (uncollateralized overnight rate) by 25 basis points from 3.5% to 3.75% for the intermeeting period. In a related action, the Committee raised the interest rates on Liquidity Adjustment Loans of the Bank of Korea by the same 25 basis points to 3.5%. Meanwhile, the Committee maintained the interest rates on Aggregate Credit Ceiling Loans of the Bank of Korea at its current level(2.0%). (An unofficial English translation based on the Korean original of the decision on monetary policy taken by the Monetary Policy Committee on December 8, 2005 is attached). In the real economy, while an improvement of facilities investment has not yet been sufficient and construction investment has slowed, exports continue to exhibit robust growth and the recovery of private consumption shows solid movements. Meanwhile, the current account is still running a surplus, thanks to that on the goods account. Both consumer price inflation and core inflation maintain overall stability. Nevertheless, there are latent inflationary pressures due to the economic recovery and persistently high oil prices. Real estate prices have revealed signs of a rebound in certain areas. In the financial markets, overall liquidity conditions are favorable and financial institutions‘ loans continue to increase steadily. On the other hand, long-term market interest rates have shown a relatively sharp rise. Taking the above economic and financial conditions into consideration, the Monetary Policy Committee of the Bank of Korea decided today to raise the benchmark call rate (uncollateralized overnight rate) by 25 basis points from 3.5% to 3.75% for the intermeeting period."
South Africa,2005-12-08,"Inflation has remained under control and within the inflation target range, and growth in Gross Domestic Product (GDP) has been robust. The recent revisions of the GDP data show that the economy has been growing at a faster rate than previously estimated. The most significant change was to the 2004 growth rate, which is now estimated to have been 4,5 per cent. A slightly higher growth rate is expected to be achieved this year, although there are signs that the economy might be losing some of its earlier momentum. At the October MPC meeting, the inflation outlook had deteriorated somewhat, which was a cause for concern. Since then, however, recorded outcomes have been better than anticipated, and the outlook has changed somewhat. However a number of significant risks remain. Inflation as measured by the consumer price index for metropolitan and other urban areas excluding the interest cost on mortgage bonds (CPIX) declined to 4,7 per cent in September, and 4,4 per cent in October following its peak of 4,8 per cent in August. The decline occurred despite the increases in local petrol prices in September and October of R0,29 and R0,12 respectively. Since then the petrol price has been reduced by R0,31 in November and R0,30 in December. If petrol price increases were excluded from this index. CPIX inflation in September and October would have measured 3,5 per cent and 3,2 per cent respectively, reflecting a continued absence of marked second-round effects from petrol price increases. These more favourable outcomes have been due to a number of factors which partly offset the impact of the petrol price increases. Notable among these were the year-on-year declines in the prices of clothing and footwear, furniture and equipment, and homeowners' costs. Year-on-year food price inflation also remained low, measuring 2,5 per cent in October compared to 3,3 per cent in September. Services inflation moved further within the inflation target range, having declined to 5,2 per cent in October, compared to goods price inflation of 4,1 per cent. Of significance is the fact that administered prices excluding petrol declined to 4,5 per cent and 4,3 per cent in September and October respectively. This can be compared to a rate of increase of 7 per cent in May. Administered price inflation including petrol amounted to 10,0 per cent in October. Production price inflation also reversed its recent upward trend in October when it measured 4,2 per cent, compared to 4,6 per cent in September. Prices of domestically produced goods rose by 3,8 per cent and 3,5 per cent in September and October respectively, while price increases of imported goods amounted to 6,8 per cent and 5,8 per cent. The food price category continued to exhibit price declines. As a result of the lower inflation outcomes as well as the changes in some of the determinants of the inflation outlook. CPIX inflation is now forecast to run at a level somewhat below the previous forecast and reach a level of around 5 per cent by the end of 2007. There are a number of changes that have occurred since the last meeting of the MPC which have led to this improved inflation outlook. Perhaps the most significant have been developments in the international oil market. In the aftermath of the series of hurricanes and the build-up of oil inventories in the United States, oil prices have moderated somewhat and Brent crude has averaged around US$55 since November. At the time of the last MPC meeting, the price of Brent crude had fallen to just below US$60 per barrel, having averaged around US$64.50 per barrel in August and US$63 per barrel in September. The current levels are therefore significantly lower than they have been for some time. However given the risks and volatility in the oil markets, including uncertainties related to the Northern Hemisphere winter, this situation could change very rapidly, and will therefore be carefully monitored. The resultant R0,61 cumulative decline in domestic petrol prices in November and December will be reflected in the CPIX outcomes for these months. Currently there is a significant overrecovery on the petrol price which, if sustained, is likely to result in a further petrol price reduction in January. To date the overall impact of the international oil price increases on inflation and output have been far more muted than originally expected, both domestically and internationally. World growth is expected to remain relatively vigorous, particularly in the United States and Asia, and according to IMF projections, world inflation is expected to moderate next year to an average rate below 4 per cent. According to the inflation expectations survey conducted by the Bureau for Economic Research at the University of Stellenbosch, overall CPIX inflation expectations in the fourth quarter of 2005 remained unchanged compared to the third quarter. All categories of respondents still expect inflation to remain within the target range over the next two years. CPIX inflation is expected to average 5,2 per cent in both 2006 and 2007. This represents an unchanged picture for 2006, compared to the previous survey, but the expectations for 2007 are now 0,2 percentage points lower than in the third quarter. The expectations of trade unionists and business people increased marginally for next year, but this was offset by the decline in the expectations of analysts. Inflation expectations as indicated in the long-term break-even inflation rates, measured as the yield differential between conventional bonds and inflation-linked bonds, point to some improvement in inflation expectations. The break-even inflation rate in the five-to-eight year maturity range decreased from a recent high of 5,1 per cent in mid-October to 4,8 per cent at the end of November. Exchange rate developments have reinforced the impact of the lower international oil prices on the domestic petrol prices. The rand initially depreciated against the dollar after the last MPC meeting, but in recent weeks it has appreciated against most currencies. Since the last meeting the nominal effective exchange rate of the rand has appreciated by almost 7 per cent. This recent rand strength is explained in part by improved international perceptions of South Africa's growth prospects and higher commodity prices. In recent days the platinum price has breached the US$1,000 level, and the gold price has exceeded US$500. Wage growth has remained moderate with unit labour cost increases in the first half of the year being well within the inflation target range. Revised year-on-year increases in unit labour costs in the formal non-agricultural sector measured 3,8 per cent and 4,5 per cent in the first two quarters of this year respectively, while unit labour cost increases in the manufacturing sector measured 4,4 per cent and 0,2 per cent in the these quarters. Surveys by Andrew Levy Employment Publications show that wage settlements for the first 9 months of this year averaged 6,2 per cent, down from 6,7 per cent in the same period in 2004. Regarding fiscal policy, the October Medium Term Budget Policy Statement indicated that the budget deficit for the current fiscal year is now expected to be approximately one per cent of GDP compared to an initial budgeted estimate of 3,1 per cent. Furthermore, the projected deficits for the forthcoming two fiscal years are expected to be around 2 per cent of GDP. Output and expenditure trends however are likely to be a source of upward pressure on inflation. According to the recently revised data, the economy grew at an annualised rate of 5,2 per cent in the first two quarters of 2005 before slowing to 4,2 per cent in the third quarter. Manufacturing capacity utilisation also remained high in the third quarter and the composite leading business cycle indicator has continued on its rising trend. Although growth is expected to continue at a robust pace, there are also some indications of a slowdown in manufacturing sector growth as seen in the significant decline in the Investec/BER Purchasing Managers Index over the past four months, and the 4,9 per cent decrease in real manufacturing production in October. Expenditure also remains robust with real gross domestic final demand growing at a rate of around 6 per cent in the first three quarters of this year. Real household expenditure has been growing at a similar rate. Motor vehicle sales continued to reach new highs, but the rate of increase has declined. In October, the number of new motor vehicles sold decreased by 1,7 per cent compared to September sales. The strong demand is underpinned by the current level of interest rates and strong asset prices, with the JSE securities exchange reaching new record highs in November. Although house prices continue to rise, the rate of increase has declined significantly. These favourable conditions have resulted in household debt as a percentage of disposable income rising to 63,5 per cent in the third quarter of 2005. Money supply and credit extension growth remain at high rates consistent with expenditure growth, but there may be some signs of moderation. M3 money supply decelerated from a year-on-year rate of 19,0 per cent in August 2005 to 16,8 per cent and 16,4 per cent in September and October respectively. Growth in total loans and advances, driven mainly by asset-backed credit, declined marginally from 21,9 per cent in August to 20,5 per cent in October. Part of this could be due to increased securitisation. Mortgage advances in particular remained strong reflecting continued buoyancy in the housing market. The increasing deficit on the current account of the balance of payments is a potential concern. The latest data show that the current account deficit increased to 4,7 per cent of GDP in the third quarter, up from a revised deficit of 3,7 per cent in the second quarter. These deficits are a reflection of higher domestic expenditure and are not in themselves inflationary. To date the deficits have been more than adequately financed by capital inflows which in turn are being attracted by the improved growth prospects in the economy. The overall balance of payments has remained in surplus, and the level of gross gold and foreign exchange reserves increased slightly above the US$20 billion level to date. Taking the above factors into consideration, the Monetary Policy Committee has decided to leave the repo rate unchanged at 7 per cent per annum. The MPC will, as is usually the case, remain vigilant in order to ensure that CPIX inflation stays within the inflation target range. Should the outlook deteriorate, the MPC will not hesitate to adjust the repo rate in the appropriate direction."
Chile,2005-12-13,"Central Bank of Chile Santiago, 13 December 2005 Press Release* In its monthly monetary policy meeting, the Board of the Central Bank of Chile decided to maintain the monetary policy interest rate at 4.5% (annual). The external scenario facing the Chilean economy continues to be very favorable, while some of the risks identified in the past few months have moderated. The copper price has posted another rise and international financial conditions are still propitious. Domestic financial conditions continue to be expansionary. Recently output grew less than in the past few months, but the year on year rate of growth is still around its trend. Internal demand continues to grow strongly and, despite a slight slowdown in job creation, unemployment is falling steadily. Annual CPI inflation and its short-term projection have declined, influenced by the rapid normalization of fuel prices and the significant appreciation of the peso. Core inflation measures CPIX and CPIX1 (that exclude fuels, perishables and some regulated rates, among others) have remained below 3%. Other indicators of trend inflation and various measures of inflation expectations are well anchored. Recent news relating to output, prices and the exchange rate and their implications on the expected inflation trend justify maintaining the monetary policy rate unchanged on this occasion. This pause is consistent with the strategy of normalization of the monetary impulse necessary to attain an annual inflation rate around 3% over the normal policy horizon of 12 to 24 months. * The Spanish original prevails."
United States,2005-12-13,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/4 percent. Despite elevated energy prices and hurricane-related disruptions, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures. The Committee judges that some further measured policy firming is likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives. Voting for the FOMC monetary policy action were: Alan Greenspan. Chairman; Timothy F Geithner. Vice Chairman; Susan S Bies; Roger W Ferguson. Jr.; Richard W Fisher; Donald L Kohn; Michael H Moskow; Mark W Olson; Anthony M Santomero; and Gary H Stern. In a related action, the Board of Governors unanimously approved a 25-basis point increase in the discount rate to 5-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston. New York. Philadelphia. Cleveland. Richmond. Atlanta. Chicago. St. Louis. Minneapolis. Kansas City. Dallas, and San Francisco."
Philippines,2005-12-14,"At its meeting today, the Monetary Board maintained the BSP's key policy interest rates at 7.5 percent for the overnight borrowing or reverse repurchase (RRP) rate and 9.75 percent for the overnight lending or repurchase (RP) rate. The Monetary Board noted that the balance of economic evidence supports an unchanged policy setting. The current combination of generally favorable supply-side and demand-side pressures should provide a stabilizing influence on inflation expectations in the near term. In particular, the recent easing of energy prices, the strengthening of the peso, and the ongoing harvest season alongside normal weather conditions are likely to hold back cost-side inflation pressures. Equally important, the deceleration of liquidity growth and the continued easing of core inflation demonstrate the relative absence of demand-based inflation pressures. This is consistent with the observed slowdown in aggregate demand, particularly in consumer spending which remains the key driver of growth. The previous monetary tightening should also be allowed to run its course and impact on both liquidity growth and inflation expectations. The Monetary Board also recognized that the risks to inflation still remain. Global energy prices may surge again and create uncertainty in the inflation outlook given limited global surplus production capacity. Potential shifts in the public's inflation expectations may also become a risk given the relatively high level of inflation relative to government target. For the same reason, the Monetary Board views the possibility of second-round effects and the continued presence of ample liquidity in the financial system as potential risks to the inflation outlook. The Monetary Board reiterates that it remains committed to the BSP's inflation objectives and will continue to closely monitor the evolving conditions for consumer prices, aggregate demand, domestic liquidity and other factors in order to determine the appropriate stance of monetary policy and undertake action if necessary."
Thailand,2005-12-14,"Monetary Policy Committee's Decision on 14 December 2005 Ms. Atchana Waiquamdee. Assistant Governor of the Monetary Policy Group. Bank of Thailand, announced that the Monetary Policy Committee (MPC) met today to assess the latest economic developments and trends in order to determine the appropriate monetary policy stance. The main issues discussed were as follows: 1. During the first ten months of 2005, the Thai economy expanded quite satisfactorily, particularly in the third quarter where GDP grew by 53 per cent. This was led by a strong recovery of the agricultural sector on the supply side, and a pick-up in exports coupled with a slowdown in imports on the demand side. Nevertheless the expansion in private domestic demand, especially private consumption and investment, has shown some signs of moderating. Overall economic stability has improved. The current account has turned around from a large deficit in the first half of the year to a surplus from July onwards. Headline inflation decelerated from 62 per cent in October to 59 per cent in November, while core inflation was stable at 24 per cent. The MPC perceived that the Thai economy still has a momentum for continued expansion. Meanwhile the risk to inflation, though having moderated, remains and the real interest rates are still negative. Against that background, the MPC judged that the policy interest rate should stay on an upward path, but the need to adjust the policy rate at a fast pace has diminished. The MPC therefore decided to raise the 14-day repurchase rate by 25 basis points from 375 to 400 per cent per annum, effective immediately."
Malaysia,2005-12-15,"On 14 December 2005, at its eighth and final meeting for the year 2005. Bank Negara Malaysia's Monetary Policy Committee (MPC) decided on the following:. Bank Negara Malaysia will continue to undertake additional initiatives in 2006 to enhance communication in promoting greater understanding of monetary policy. Schedule of Monetary Policy Committee Meetings and Press Releases 2006. Bank Negara Malaysia 15 December 2005."
Peru,2005-12-15,"Press Release MONETARY PROGRAM FOR DECEMBER 2005 CENTRAL BANK RAISES REFERENCE RATE FROM 3,00% TO 3,25% The Board of the Central Bank approved to raise the reference interest rate for the interbank market from 3,0 percent to 3,25 percent. This decision has been take to reduce the exchange rate volatility and increment the cost of speculative financial movements. This decision does not imply a sequence of raises in the reference interest rate. Also, it has been considered: The Consumer Price Index of Metropolitan Lima (CPI) increased 0.07 percent in November. Thus, the inflation rate over the last twelve months increased 1.1 percent. The dynamism of the economic activity is consistent with the convergence of inflation toward its target level in 2006 from the current inflation levels. The Central Bank's decisions are preventive. Its monetary policy is designed to anticipate shock over the inflation target considering lags of the monetary policy influence. The Central Bank expects the inflation rate converge to 2.5 percent, within a range of 1.5 percent to 3.5 percent, considering the temporarily influence of the monetary policy (around one-year). Eventually, the inflation rate could exceed that range. In that case, the Central Bank should evaluate changes in its monetary policy. In that way, since 2006, the inflation target will be assets continuously. It was also approved to raise the lending and deposit interest rates for the Central Bank operations: For direct repos and monetary regulation credits, the rate raises to 4.00 percent. For overnight deposits, the rate raises to 2.50% percent. In case that the interbank interest rate be higher than 4.00 percent, monetary regulation credits and direct repos will be charged with the market interbank interest rate. The interest rates for the following operations in dollars between the Central Bank and the Financial System are: Monetary regulation credits: 1-month LIBOR plus one percentage point. Overnight deposits: overnight LIBOR minus 3/8 of a percentage point. Swaps: the commission is maintained to a level that implies a minimum annual effective cost of 4.00 percent. Reserve requirement in foreign currency subject to a payment: 2.25 percent. The session in which the Board will approve the following Monetary Program (January 2006) will be held on January 1, 2006."
